iter	Logloss
0	0.6733635944
1	0.6565070774
2	0.6416484003
3	0.6268820721
4	0.6120981631
5	0.5972761735
6	0.5815778649
7	0.5634378184
8	0.5509680043
9	0.5370646601
10	0.5239352019
11	0.511122264
12	0.4982139256
13	0.4896977964
14	0.47819801
15	0.4662611588
16	0.4545011769
17	0.4447844132
18	0.4339784042
19	0.4222437651
20	0.4101339921
21	0.4004301983
22	0.3905970034
23	0.3818140113
24	0.3726353853
25	0.3640841608
26	0.3559343753
27	0.3467476886
28	0.3392401986
29	0.3315774005
30	0.3233874777
31	0.3145530369
32	0.3055153556
33	0.2988509468
34	0.2907034832
35	0.2838057808
36	0.2778172866
37	0.2704260287
38	0.2646550718
39	0.2588712609
40	0.2531047655
41	0.2470400105
42	0.2398880834
43	0.23446098
44	0.2281522336
45	0.2226905325
46	0.2168727377
47	0.2114305745
48	0.2075657886
49	0.2039751965
50	0.1993413511
51	0.1946582131
52	0.1902610779
53	0.1860211248
54	0.1824724944
55	0.1792002471
56	0.1756397579
57	0.1719955942
58	0.1682941271
59	0.1647834114
60	0.1613205122
61	0.1583416649
62	0.1554842742
63	0.1522293091
64	0.1489778436
65	0.1458902608
66	0.1432000533
67	0.1399271758
68	0.1377166665
69	0.1344852613
70	0.1316238072
71	0.1289656432
72	0.1264953613
73	0.1237336117
74	0.1216031779
75	0.1190353808
76	0.1170376819
77	0.1143755457
78	0.1122272657
79	0.1099263067
80	0.1076455241
81	0.1048132689
82	0.102715202
83	0.1005200759
84	0.09825467649
85	0.09671120851
86	0.09547799981
87	0.09389829221
88	0.09208947887
89	0.09067187931
90	0.08907955004
91	0.08743374866
92	0.08603686457
93	0.08437423706
94	0.0828037262
95	0.08155122011
96	0.08033704343
97	0.07897061058
98	0.07758983114
99	0.07664998096
100	0.07529558928
101	0.07379383419
102	0.07266669895
103	0.07130707451
104	0.07009963989
105	0.06900690328
106	0.06775151958
107	0.06633072729
108	0.06517983312
109	0.06407038233
110	0.06320646535
111	0.06207224804
112	0.06095718301
113	0.0601277766
114	0.05928989908
115	0.05848848509
116	0.05757541656
117	0.05666507223
118	0.05586494363
119	0.05512084132
120	0.05443536095
121	0.05343170995
122	0.05256933544
123	0.05197835591
124	0.05107666928
125	0.0502432989
126	0.04962181838
127	0.04899304431
128	0.04822479746
129	0.0475553554
130	0.04679487477
131	0.0462458652
132	0.04546583839
133	0.04486623018
134	0.04433669215
135	0.04365075567
136	0.04305009427
137	0.04249823612
138	0.04181854829
139	0.04106395556
140	0.04060051959
141	0.04005670133
142	0.03945415331
143	0.03895213915
144	0.03854538461
145	0.0381524708
146	0.03755822389
147	0.03696310209
148	0.03641016587
149	0.03592096412
150	0.03545720474
151	0.03501942676
152	0.03456306458
153	0.03416382748
154	0.03373101276
155	0.03343747595
156	0.03312270952
157	0.0327380056
158	0.0322762904
159	0.03185017627
160	0.03146478819
161	0.03108643656
162	0.03064683002
163	0.03024556533
164	0.02981520528
165	0.02938145347
166	0.02901990932
167	0.02868625392
168	0.02840314119
169	0.0279925222
170	0.02777494762
171	0.02740060557
172	0.0270200522
173	0.02670053192
174	0.02627877774
175	0.02604619316
176	0.02579975128
177	0.02554086395
178	0.02528721146
179	0.02495067431
180	0.02444102868
181	0.02413171685
182	0.0238524437
183	0.02355653307
184	0.02323371224
185	0.0229122929
186	0.02271573025
187	0.02245281468
188	0.02221280388
189	0.02198913823
190	0.02174963951
191	0.02151703835
192	0.02117096445
193	0.02097075296
194	0.02073162742
195	0.0204518256
196	0.02025583101
197	0.01998422042
198	0.01978148585
199	0.01961663702
200	0.01938843312
201	0.01913470393
202	0.01886155502
203	0.01872477739
204	0.01850879711
205	0.01833212065
206	0.0181802024
207	0.01799484336
208	0.01786709868
209	0.017743007
210	0.01751653215
211	0.01732614973
212	0.01716545354
213	0.01702543964
214	0.01694249692
215	0.01683271657
216	0.01668530754
217	0.01657137456
218	0.01642817829
219	0.01625468835
220	0.01612391057
221	0.01597858305
222	0.01587252099
223	0.01568208985
224	0.01554537856
225	0.01538290148
226	0.01525432131
227	0.01512318072
228	0.01502001597
229	0.01492506525
230	0.01479886304
231	0.01468380223
232	0.01454306996
233	0.01440745955
234	0.01431273792
235	0.01418747695
236	0.01403889967
237	0.01393093026
238	0.01377768828
239	0.01369055043
240	0.01358417843
241	0.0134676415
242	0.01336792345
243	0.01325661929
244	0.01316685262
245	0.01303539898
246	0.01294049906
247	0.01285574229
248	0.01266171621
249	0.01257143746
250	0.01248433901
251	0.01237757413
252	0.01227163232
253	0.01218313031
254	0.01208643084
255	0.01201057434
256	0.01194304176
257	0.01184652163
258	0.01175188811
259	0.01167398121
260	0.01160282674
261	0.01148597572
262	0.01140729344
263	0.01132987064
264	0.01124391141
265	0.01119205641
266	0.01110301536
267	0.01102668513
268	0.01091368095
269	0.01081819534
270	0.01075198858
271	0.01067379039
272	0.01061375867
273	0.01053198731
274	0.01045496153
275	0.01038731388
276	0.0102978582
277	0.01018375832
278	0.01012214163
279	0.01003935026
280	0.009982637737
281	0.009833454049
282	0.009783344683
283	0.00971348804
284	0.009645553257
285	0.009571881916
286	0.00952087278
287	0.009434629523
288	0.009341744755
289	0.009293458773
290	0.009242362561
291	0.009181464237
292	0.009122503322
293	0.00907357672
294	0.009018963316
295	0.008951158109
296	0.008909930354
297	0.008851086575
298	0.008784365654
299	0.008703219372
300	0.008638260676
301	0.008562415579
302	0.008525324386
303	0.008499130477
304	0.008419731389
305	0.008362301536
306	0.008289493685
307	0.008245023437
308	0.0081938557
309	0.008150640778
310	0.008089949774
311	0.008035035755
312	0.00794626578
313	0.007916419921
314	0.007864074085
315	0.007798559769
316	0.007751428563
317	0.007700814372
318	0.007659706862
319	0.007629576455
320	0.007585533806
321	0.007543047096
322	0.007497204905
323	0.00744894743
324	0.007382619381
325	0.007344756956
326	0.007301034098
327	0.007265691135
328	0.007228666803
329	0.007155556782
330	0.007113372761
331	0.00707062742
332	0.007021344745
333	0.006964423345
334	0.006907904666
335	0.006875094124
336	0.006831745479
337	0.006785687156
338	0.006747653173
339	0.00669815955
340	0.006662104441
341	0.006631725767
342	0.006597428736
343	0.006564507277
344	0.006531407004
345	0.00649325122
346	0.00647060612
347	0.006430786071
348	0.006388462108
349	0.006356880976
350	0.006338421158
351	0.006303395396
352	0.006268814336
353	0.006243420684
354	0.006210765113
355	0.006178482719
356	0.006137002033
357	0.006108073566
358	0.006084763485
359	0.006054563108
360	0.006030584418
361	0.005985926545
362	0.005961779408
363	0.005937092201
364	0.005901682895
365	0.005868419357
366	0.005850307838
367	0.005830238695
368	0.005812402912
369	0.005782246071
370	0.005758775835
371	0.00573904929
372	0.00571820425
373	0.005683567213
374	0.005656714025
375	0.005633449036
376	0.005600080283
377	0.00557587976
378	0.005553011791
379	0.005524165216
380	0.005486605478
381	0.00546427706
382	0.005437681986
383	0.005414592183
384	0.005386005277
385	0.005361583959
386	0.005342794501
387	0.005316049638
388	0.005290983553
389	0.00526514468
390	0.005228023425
391	0.00520040056
392	0.005162274837
393	0.005140550759
394	0.005120255118
395	0.00509745971
396	0.005077668895
397	0.005062192938
398	0.005042782555
399	0.005028790495
400	0.004995885621
401	0.004976496489
402	0.004953228391
403	0.004927390555
404	0.004910695035
405	0.004887562213
406	0.004863442545
407	0.004844794066
408	0.004817532456
409	0.004801393592
410	0.004782136109
411	0.004765831388
412	0.004748406618
413	0.004728675925
414	0.004688718526
415	0.004663826072
416	0.004642007144
417	0.004617335485
418	0.004593664149
419	0.004568584587
420	0.004550143947
421	0.00452365046
422	0.004508000871
423	0.004482664751
424	0.004457158109
425	0.004431624516
426	0.004410164771
427	0.004392281823
428	0.004353535175
429	0.004337003698
430	0.004318021691
431	0.004302841166
432	0.00427853802
433	0.004265491859
434	0.004253743006
435	0.00424269075
436	0.004230914427
437	0.004217740764
438	0.004201288586
439	0.004182471659
440	0.004162797461
441	0.004135373623
442	0.004119809037
443	0.004108152701
444	0.004088528001
445	0.004073042973
446	0.004048617249
447	0.004032038087
448	0.004017228666
449	0.003998939369
450	0.003982068145
451	0.003951190866
452	0.003926735339
453	0.003913464235
454	0.003897036418
455	0.003878874623
456	0.003865480682
457	0.003853699954
458	0.00383445465
459	0.003826742587
460	0.003813447123
461	0.003804367003
462	0.003786956227
463	0.003777256997
464	0.003764664868
465	0.00375327131
466	0.003732923839
467	0.003719929509
468	0.003705029125
469	0.003696395522
470	0.003686013688
471	0.003675435419
472	0.003663412384
473	0.003649454013
474	0.003638640435
475	0.003627015197
476	0.003618502617
477	0.003602452382
478	0.003584399431
479	0.003550928572
480	0.003535363726
481	0.003522975548
482	0.003507799688
483	0.003499421866
484	0.003483233763
485	0.003465138829
486	0.003450164588
487	0.003433246716
488	0.00342350965
489	0.00341608006
490	0.003405731398
491	0.00339866462
492	0.00339214439
493	0.003380574351
494	0.003368360063
495	0.00335516826
496	0.00334774489
497	0.003337027197
498	0.003324258846
499	0.003310588132
500	0.003301049575
501	0.003284909414
502	0.003273228718
503	0.003250556925
504	0.003244126361
505	0.003237190972
506	0.003227201493
507	0.003218434427
508	0.00320795308
509	0.003194593865
510	0.003185590454
511	0.003171537752
512	0.003160425632
513	0.003150954454
514	0.003140466628
515	0.003134165639
516	0.003125393909
517	0.003109851868
518	0.003101521471
519	0.003093193147
520	0.003080380481
521	0.00306544589
522	0.003053982362
523	0.003043891295
524	0.003031484459
525	0.003019536837
526	0.003010522542
527	0.0030009306
528	0.002982720085
529	0.002974366883
530	0.00296552259
531	0.002956139523
532	0.002947391116
533	0.002930668644
534	0.002915969621
535	0.002910374299
536	0.002899478829
537	0.002893159182
538	0.002882123512
539	0.002873016181
540	0.00286596547
541	0.00285517366
542	0.00284185591
543	0.002834221591
544	0.002827843376
545	0.002818159953
546	0.0028105912
547	0.002802565823
548	0.002794164678
549	0.002780061701
550	0.002771876688
551	0.002765186196
552	0.002757046015
553	0.002751323451
554	0.002741693414
555	0.0027323246
556	0.002726012727
557	0.002719477726
558	0.002710351996
559	0.002702834813
560	0.002689788393
561	0.002685071334
562	0.002676366205
563	0.002668203219
564	0.002660701586
565	0.002648074731
566	0.002640857645
567	0.002632948886
568	0.002621285293
569	0.002612701447
570	0.002605373186
571	0.002596555326
572	0.002591363503
573	0.00258500887
574	0.002574780195
575	0.002567375484
576	0.002557265759
577	0.002548900376
578	0.002543002108
579	0.002535784245
580	0.002528582967
581	0.002518019469
582	0.002509450912
583	0.002501420871
584	0.002493059117
585	0.002487609179
586	0.002481216192
587	0.00247509324
588	0.002467864493
589	0.002463457118
590	0.002457806598
591	0.002450860065
592	0.002446082364
593	0.002438624009
594	0.002432998367
595	0.002427874182
596	0.002421350064
597	0.002416581175
598	0.002411498712
599	0.002401524264
600	0.002391963679
601	0.002383841639
602	0.002378625973
603	0.002369070571
604	0.002363028215
605	0.002354933386
606	0.002345781741
607	0.002339808837
608	0.002333947887
609	0.002327881689
610	0.002322900554
611	0.002316742876
612	0.002313710036
613	0.002305335066
614	0.002295453393
615	0.002287614346
616	0.002279675784
617	0.002274914669
618	0.002267479897
619	0.002260458988
620	0.002255940178
621	0.00224976125
622	0.002242107495
623	0.002237387844
624	0.002231136094
625	0.002225896587
626	0.00221974746
627	0.002213113463
628	0.002208992709
629	0.002200397979
630	0.002194331003
631	0.002189540086
632	0.002185131674
633	0.002180703308
634	0.002169232135
635	0.00216440701
636	0.002159548324
637	0.002153916203
638	0.002147191504
639	0.002142764952
640	0.00213629422
641	0.00213062815
642	0.002125884657
643	0.002122706952
644	0.002116403113
645	0.002109717545
646	0.002105155846
647	0.002100170954
648	0.002094611137
649	0.002089164309
650	0.002083068309
651	0.002078198868
652	0.002073257773
653	0.002069415994
654	0.002064286237
655	0.002060764121
656	0.002056627559
657	0.002052782152
658	0.002049176848
659	0.002044811715
660	0.002040625785
661	0.002036962561
662	0.002032457357
663	0.002027629121
664	0.002023862367
665	0.002020509995
666	0.002013348756
667	0.002007006174
668	0.002001692679
669	0.001993304232
670	0.001988147653
671	0.001983650612
672	0.001976863457
673	0.001972088606
674	0.001968902868
675	0.00196430113
676	0.001961213091
677	0.001955775074
678	0.001950152801
679	0.001946383456
680	0.001942160596
681	0.001934200266
682	0.001928961536
683	0.001925731224
684	0.001915378674
685	0.00191049835
686	0.001907039984
687	0.001902687031
688	0.001898895139
689	0.001896029581
690	0.001892169792
691	0.001885731324
692	0.001881379796
693	0.001876516575
694	0.001872200681
695	0.001868559355
696	0.001865376726
697	0.001862411525
698	0.001857471984
699	0.001852860528
700	0.0018482286
701	0.001845195501
702	0.00184218132
703	0.001837727427
704	0.001834043731
705	0.001829806229
706	0.001822978258
707	0.001818969457
708	0.001813657387
709	0.001810569608
710	0.001807189765
711	0.001803021586
712	0.001798455352
713	0.001793758766
714	0.001791151969
715	0.001788168239
716	0.001785102098
717	0.001782156333
718	0.001779403894
719	0.00177535946
720	0.00177099005
721	0.001767335249
722	0.001762668724
723	0.001758800641
724	0.001754359318
725	0.001749160238
726	0.001746008707
727	0.00174281014
728	0.001739614813
729	0.00173521612
730	0.001731409197
731	0.001727787826
732	0.001725021653
733	0.001722249518
734	0.001719644925
735	0.001716829642
736	0.001712813973
737	0.001707831932
738	0.00170378996
739	0.001700128032
740	0.001695159466
741	0.001691034566
742	0.001688013258
743	0.001683877473
744	0.001681035109
745	0.001678279949
746	0.001674135224
747	0.001668951045
748	0.001665979624
749	0.001663621094
750	0.001660834965
751	0.00165764819
752	0.00165431033
753	0.001652157436
754	0.001647974486
755	0.001645480939
756	0.001640990117
757	0.00163826165
758	0.001635390909
759	0.001630812106
760	0.001628710006
761	0.001624925499
762	0.00162174922
763	0.001618501933
764	0.001614628149
765	0.001610520093
766	0.001607438274
